"file","caption","alt_text","category","png_time","StartTime"
"bio1_sizeatage.png","Length at age in the beginning of the year (or season) in the ending year of the model. Shaded area indicates 95% distribution of length at age around estimated growth curve.",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio2_sizeatage_plus_CV_and_SD.png","Length at age (top-left panel) with CV (thick line) and SD (thin line) of length at age shown in top-right and lower-left panels",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio3_sizeatage_plus_WT_and_MAT.png","Length at age (top-left panel) with weight (thick line) and maturity (thin line) shown in top-right and lower-left panels",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio1B_len_at_age_matrix_1.png","Distribution of length at age for seas: 1 sub_seas: 1 morph: 1",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio1B_len_at_age_matrix_2.png","Distribution of length at age for seas: 1 sub_seas: 2 morph: 1",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio5_weightatsize.png","Weight-length relationship",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio6_maturity.png","Maturity at length",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio7_fecundity.png","Fecundity",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio8_fecundity_wt.png","Fecundity as a function of weight",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio9_fecundity_len.png","Fecundity as a function of length",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio10_spawningoutput_len.png","Spawning output at length. This is the product of maturity and fecundity unless maturity is age-based, in which case only fecundity is represented.",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio11_spawningoutput_age.png","Spawning output at age. This is the product of maturity and fecundity. When these processes are length-based they are converted into the age dimension using the matrix of length at age.",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio22_timevarygrowthsurf_sex1.png","Perspective plot of time-varying growth",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio23_timevarygrowthcontour_sex1.png","Contour plot of time-varying growth",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio24_time-varying_L_at_Amin_Fem_GP_1.png","Time-varying mortality and growth parameters",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"bio24_time-varying_Richards_Fem_GP_1.png","Time-varying mortality and growth parameters",NA,"Bio",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel01_multiple_fleets_length1.png","Selectivity at length for multiple fleets.",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel02_multiple_fleets_age1.png","Selectivity at age derived from selectivity at length for multiple fleets.",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel03_len_timevary_surf_flt1sex1.png","Surface plot of Time-varying selectivity for fishery",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel04_len_timevary_contour_flt1sex1.png","Countour plot of Time-varying selectivity for fishery",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel09_len_flt1sex1.png","Ending year selectivity for fishery",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel03_len_timevary_surf_flt2sex1.png","Surface plot of Time-varying selectivity for survey",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel04_len_timevary_contour_flt2sex1.png","Countour plot of Time-varying selectivity for survey",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel09_len_flt2sex1.png","Ending year selectivity for survey",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel21_agelen_contour_flt1sex1.png","Ending year selectivity and growth for fishery",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"sel21_agelen_contour_flt2sex1.png","Ending year selectivity and growth for survey",NA,"Sel",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts7_Spawning_biomass_(mt).png","Spawning biomass (mt)",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts7_Spawning_biomass_(mt)_with_95_asymptotic_intervals_intervals.png","Spawning biomass (mt) with ~95% asymptotic intervals",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts9_Relative_spawning_biomass.png","Relative spawning biomass: B/(250%*B_MSY)",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts9_Relative_spawning_biomass_intervals.png","Relative spawning biomass: B/(250%*B_MSY) with ~95% asymptotic intervals",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts1_Total_biomass_(mt).png","Total biomass (mt)",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"ts_DynamicB0.png","Dynamic B0 plot. The lower line shows the time series of estimated Spawning biomass (mt) in the presence of fishing mortality. The upper line shows the time series that could occur under the same dynamics (including deviations in recruitment), but without fishing. The point at the left represents the unfished equilibrium.",NA,"Timeseries",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"recdevs1_points.png","Recruitment deviations",NA,"RecDev",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"recdevs2_withbars.png","Recruitment deviations with 95% intervals",NA,"RecDev",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"recdevs3_varcheck.png","Recruitment deviations variance check.<br> See later figure of transformed variance values for comparison with bias adjustment settings in the model.",NA,"RecDev",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"recruit_fit_bias_adjust.png","Points are transformed variances. Red line shows current settings for bias adjustment specified in control file. Blue line shows least squares estimate of alternative bias adjustment relationship for recruitment deviations (which may or may not be an improvement. For more information, see<br> 
<blockquote>Methot, R.D. and Taylor, I.G., 2011. Adjusting for bias due to variability of estimated recruitments in fishery assessment models. <i>Can. J. Fish. Aquat. Sci.</i>, 68:1744-1760.</blockquote><br> 
Estimated alternative inputs to SS control file associated with blue line in figure: 
<pre>1966.7   #_last_early_yr_nobias_adj_in_MPD 
1983.7   #_first_yr_fullbias_adj_in_MPD 
2021.9   #_last_yr_fullbias_adj_in_MPD 
2039.8   #_first_recent_yr_nobias_adj_in_MPD 
0.9461  #_max_bias_adj_in_MPD (1.0 to mimic pre-2009 models) </pre>",NA,"RecDev",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"catch1 landings.png","landings",NA,"Catch",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"catch2 landings stacked.png","landings stacked",NA,"Catch",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"catch9 harvest rate.png","harvest rate",NA,"Catch",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"SPR1_series.png","Timeseries of SPR. Horizontal line is at SPR target: 0.4",NA,"SPR",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"SPR2_minusSPRseries.png","Timeseries of 1-SPR. Horizontal line is at 1 - SPR target: 1 - 0.4 = 0.6",NA,"SPR",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"SPR3_ratiointerval.png","Timeseries of SPR ratio: 1-SPR",NA,"SPR",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Warmer colors (red) represent early years and colder colors (blue) represent recent years. Lines through the final point show 95% intervals based on the asymptotic uncertainty for each dimension. The shaded ellipse is a 95% region which accounts for the estimated correlation between the two quantities: -0.951. The horizontal line is at 1 - SPR target: 1 - 0.4 = 0.6. ",NA,"SPR",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index1_cpuedata_survey.png","Index data for survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index2_cpuefit_survey.png","Fit to index data for survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index3_obs_vs_exp_survey.png","Observed vs. expected index values with smoother for survey",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index4_logcpuedata_survey.png","Log index data for survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index5_logcpuefit_survey.png","Fit to log index data on log scale for survey. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index6_log_obs_vs_exp_survey.png","log(observed) vs. log(expected) index values with smoother for survey",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index10_resids_SE_total_survey.png","Residuals of fit to index for survey.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index12_resids_SE_total_survey.png","Deviations for fit to index for survey.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"index9_standcpueall.png","Standardized indices overlaid. Each index is rescaled to have mean observation = 1.0.",NA,"Index",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers1_sex1_beg.png","Beginning of year expected numbers at age in (max ~ 1.8 billion)",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers1_sex1_mid.png","Middle of year expected numbers at age in (max ~ 1.4 billion)",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers6_len_sex1.png","Beginning of year expected numbers at length in (max ~ 1.8 billion)",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers6_len_sex1.png","Middle of year expected numbers at length in (max ~ 557.0 million)",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers4_equilagecomp.png","Equilibrium age distribution",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers5_ageerrorMeans.png","Ageing imprecision: Mean observed age (yr)",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"numbers10_ageerror_matrix_2.png","Distribution of observed age at true age 
 for ageing error type 2",NA,"Numbers",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat__aggregated_across_time.png","Length comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat__multi-fleet_comparison.png","Length comp data,  comparing across fleets",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat_flt1mkt0_page1.png","Length comp data, whole catch, fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat_flt1mkt0_page2.png","Length comp data, whole catch, fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat_bubflt1mkt0_page2.png","Length comp data, whole catch, fishery (max=0.08) (plot 2 of 2)",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat_data_weighting_TA1.8_fishery.png","Mean length for fishery with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat_flt2mkt0.png","Length comp data, whole catch, survey.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat_bubflt2mkt0.png","Length comp data, whole catch, survey (max=0.07)",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lendat_data_weighting_TA1.8_survey.png","Mean length for survey with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agedat__aggregated_across_time.png","Age comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agedat__multi-fleet_comparison.png","Age comp data,  comparing across fleets",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agedat_flt2mkt0.png","Age comp data, whole catch, survey.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agedat_bubflt2mkt0.png","Age comp data, whole catch, survey (max=0.66)",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agedat_data_weighting_TA1.8_survey.png","Mean age for survey with 95% confidence intervals based on current sample sizes.",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_gstagedat_flt2mkt0.png","Excluded age comp data, whole catch, survey.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_gstagedat_bubflt2mkt0.png","Excluded age comp data, whole catch, survey (max=0.44)",NA,"CompDat",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit__aggregated_across_time.png","Length comps, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit__multi-fleet_comparison.png","Pearson residuals,  comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_flt1mkt0_page1.png","Length comps, whole catch, fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_flt1mkt0_page2.png","Length comps, whole catch, fishery (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method. (plot 2 of 2)",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_residsflt1mkt0_page2.png","Pearson residuals, whole catch, fishery (max=3.45) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_sampsize_flt1mkt0.png","N-EffN comparison, Length comps, whole catch, fishery",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_data_weighting_TA1.8_fishery.png","Mean length for fishery with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from fishery:<br>1.0071 (0.6919-1.6062) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_flt2mkt0.png","Length comps, whole catch, survey.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_residsflt2mkt0.png","Pearson residuals, whole catch, survey (max=3.72) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_sampsize_flt2mkt0.png","N-EffN comparison, Length comps, whole catch, survey",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_lenfit_data_weighting_TA1.8_survey.png","Mean length for survey with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from survey:<br>0.9889 (0.6542-2.081) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_gstlenfit_flt2mkt0.png","Excluded length comps, whole catch, survey.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_gstlenfit_residsflt2mkt0.png","Pearson residuals, whole catch, survey (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agefit__aggregated_across_time.png","Age comps, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"AgeComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agefit__multi-fleet_comparison.png","Pearson residuals,  comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"AgeComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agefit_flt2mkt0.png","Age comps, whole catch, survey.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"AgeComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agefit_residsflt2mkt0.png","Pearson residuals, whole catch, survey (max=2.81) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"AgeComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
"comp_agefit_sampsize_flt2mkt0.png","N-EffN comparison, Age comps, whole catch, survey",NA,"AgeComp",2024-10-09 12:33:10.140953,"StartTime: Tue Oct 8 10:00:00 2024"
