
Initial statistics: 68 variables; iteration 0; function evaluation 0; phase 1
Function value 2.0150389e+03; maximum gradient component mag -3.2968e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.12403 -3.29684e+04 |  2 -0.04384 -1.95015e+03 |  3  0.00000 -2.58729e-01
  4  0.00000 -1.66367e-01 |  5  0.00000 -2.68918e-01 |  6  0.00000 -4.32840e-01
  7  0.00000 -6.90424e-01 |  8  0.00000 -1.09125e+00 |  9  0.00000 -1.71727e+00
 10  0.00000 -2.68077e+00 | 11  0.00000 -4.16618e+00 | 12  0.00000 -6.42371e+00
 13  0.00000 -9.79210e+00 | 14  0.00000 -1.47251e+01 | 15  0.00000 -2.20249e+01
 16  0.00000 -3.28941e+01 | 17  0.00000 -4.91171e+01 | 18  0.00000 -7.31647e+01
 19  0.00000 -1.06767e+02 | 20  0.00000 -1.48313e+02 | 21  0.00000 -1.98277e+02
 22  0.00000 -2.71555e+02 | 23  0.00000  1.09660e+03 | 24  0.00000  9.94360e+02
 25  0.00000  1.04623e+03 | 26  0.00000  1.37728e+03 | 27  0.00000  1.31149e+03
 28  0.00000  5.23721e+02 | 29  0.00000  8.34038e+02 | 30  0.00000  4.14421e+02
 31  0.00000  8.52360e+02 | 32  0.00000  1.48543e+03 | 33  0.00000  1.80128e+03
 34  0.00000  1.27419e+03 | 35  0.00000  5.17938e+02 | 36  0.00000  4.57006e+02
 37  0.00000  4.55028e+02 | 38  0.00000  1.74460e+02 | 39  0.00000  9.19041e+02
 40  0.00000  1.51923e+03 | 41  0.00000  1.38741e+03 | 42  0.00000  3.56950e+02
 43  0.00000  8.65517e+02 | 44  0.00000  9.39291e+02 | 45  0.00000  2.50632e+02
 46  0.00000  1.52511e+02 | 47  0.00000  8.53863e+02 | 48  0.00000  8.27889e+02
 49  0.00000  6.77214e+02 | 50  0.00000  2.70611e+02 | 51  0.00000 -9.69433e+02
 52  0.00000 -1.82551e+03 | 53  0.00000 -2.21549e+03 | 54  0.00000 -3.27618e+03
 55  0.00000 -3.30202e+03 | 56  0.00000 -3.82292e+03 | 57  0.00000 -4.26448e+03
 58  0.00000 -3.88423e+03 | 59  0.00000 -3.61396e+03 | 60  0.00000 -2.24562e+03
 61  0.00000 -1.26199e+03 | 62  0.00000 -3.59588e+02 | 63  0.00000  3.03318e+02
 64  0.00000  3.39236e+02 | 65  0.00000  1.36444e+03 | 66  0.00000  1.68667e+03
 67  0.00000  1.79082e+03 | 68  0.00000  1.92096e+03 |

Intermediate statistics: 68 variables; iteration 20; function evaluation 31; phase 1
Function value 5.4698219e+02; maximum gradient component mag -5.5948e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.19765 -2.58895e+03 |  2 -0.03228 -5.59477e+03 |  3 -0.00040  1.01005e-02
  4 -0.00026  6.54816e-03 |  5 -0.00042  1.05555e-02 |  6 -0.00068  1.69776e-02
  7 -0.00111  2.67165e-02 |  8 -0.00181  4.06144e-02 |  9 -0.00293  5.93341e-02
 10 -0.00472  8.16791e-02 | 11 -0.00748  1.03183e-01 | 12 -0.01171  1.03965e-01
 13 -0.01775  4.84027e-02 | 14 -0.02571 -1.13196e-01 | 15 -0.03524 -4.11372e-01
 16 -0.04393 -7.01226e-01 | 17 -0.04615 -4.22182e-01 | 18 -0.03149  1.66586e+00
 19  0.00805  7.05422e+00 | 20  0.05268  1.64300e+01 | 21  0.07946  2.53967e+01
 22  0.25117 -9.55480e+00 | 23  0.01345  1.86443e+01 | 24 -0.08359  3.53376e+01
 25  0.17262  8.08393e+01 | 26 -0.09092  1.01070e+02 | 27 -0.05258  1.08624e+02
 28  0.16226  2.24654e+01 | 29 -0.06337  6.92807e+01 | 30  0.14242  1.98460e+00
 31  0.04640  1.22889e+02 | 32 -0.01305  1.68226e+02 | 33 -1.59981 -1.59769e+01
 34  0.01724  1.44652e+02 | 35  0.06367 -1.68428e+02 | 36  0.09429 -8.23588e+01
 37 -0.03362 -3.28576e+01 | 38  0.11961 -1.96589e+02 | 39  0.02969 -4.95975e+01
 40 -0.28195 -4.47163e+01 | 41  0.00631  1.13439e+02 | 42  0.10126 -1.14067e+02
 43 -0.00575 -1.03993e+02 | 44 -0.03364 -3.17818e+01 | 45  0.07535 -1.06772e+02
 46  0.06811 -3.15181e+01 | 47 -0.01183  1.33757e+02 | 48 -0.04320 -3.67561e+01
 49  0.01024  5.71393e+01 | 50 -0.48464 -6.49765e+01 | 51  0.04865 -1.71944e+02
 52  0.07686 -2.88343e+02 | 53 -0.02320 -1.94665e+01 | 54  0.16863 -2.12261e+02
 55  0.00430  5.83531e+01 | 56  0.11303  2.77364e+01 | 57  0.17431 -1.00465e+01
 58  0.07340  1.28035e+01 | 59  0.16679 -1.78028e+02 | 60 -0.10628  5.18397e+01
 61  0.12087  2.93517e+02 | 62 -0.36031  1.25710e+01 | 63 -0.18309 -1.68654e+01
 64  0.16022 -6.20337e+01 | 65 -0.24284  1.95913e+01 | 66  0.07406  1.40209e+02
 67  0.05866  9.38918e+01 | 68  0.05904  1.51322e+02 |
68 variables; iteration 40; function evaluation 53; phase 1
Function value 5.1783754e+02; maximum gradient component mag -3.6928e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.19779 -1.86914e+03 |  2 -0.03138 -3.69279e+03 |  3 -0.00188 -1.71110e-01
  4 -0.00121 -1.10189e-01 |  5 -0.00196 -1.78331e-01 |  6 -0.00317 -2.89401e-01
  7 -0.00510 -4.67249e-01 |  8 -0.00819 -7.54939e-01 |  9 -0.01292 -1.20190e+00
 10 -0.02015 -1.90135e+00 | 11 -0.03061 -2.94033e+00 | 12 -0.04517 -4.43690e+00
 13 -0.06368 -6.40665e+00 | 14 -0.08479 -8.72568e+00 | 15 -0.10619 -1.11428e+01
 16 -0.12230 -1.30348e+01 | 17 -0.12355 -1.34065e+01 | 18 -0.09337 -1.07607e+01
 19 -0.02011 -5.62838e+00 | 20 -0.01319 -6.80883e+00 | 21 -0.17041 -1.96729e+01
 22  0.25543  9.56462e+01 | 23  0.14596  1.65161e+02 | 24 -0.22962  1.50470e+02
 25  0.17843  2.61864e+02 | 26 -0.08235  2.16100e+02 | 27 -0.01550  2.73538e+02
 28  0.15812  1.52123e+02 | 29 -0.00349  2.28693e+02 | 30  0.13055  8.88881e+01
 31  0.05239  2.20181e+02 | 32 -0.02887  2.09385e+02 | 33 -1.62392 -1.03425e+02
 34 -0.01311  1.57747e+02 | 35  0.08334  1.82020e+01 | 36  0.07289  1.33615e+02
 37  0.04923  2.67577e+02 | 38  0.12170  2.67096e+02 | 39  0.06297  2.28038e+02
 40 -0.76982  3.35226e+01 | 41  0.00304  2.06007e+02 | 42  0.11246  7.23812e+01
 43 -0.01270 -6.93868e+00 | 44 -0.03371  7.42314e+01 | 45  0.08165  6.25111e+01
 46  0.07819  1.45175e+02 | 47 -0.01834  2.00495e+02 | 48 -0.04022  2.62217e+01
 49 -0.01086  1.99514e+02 | 50 -0.09647  1.00893e+02 | 51  0.02840  2.46705e+01
 52  0.09623 -1.28158e+02 | 53 -0.05015  1.04995e+02 | 54  0.19580  1.16767e+01
 55 -0.16191  1.46270e+02 | 56  0.14675  1.29295e+02 | 57  0.16714 -5.38891e+01
 58  0.04361  2.54974e+01 | 59  0.17789 -2.30443e+02 | 60 -0.17017  1.27560e+02
 61  0.09793  2.66507e+02 | 62 -0.14306  1.22213e+02 | 63 -0.08133  1.40164e+02
 64  0.14990 -6.49031e+01 | 65 -0.27718  1.12396e+02 | 66  0.08736  2.93225e+02
 67  0.06198  2.17670e+02 | 68  0.05529  2.44616e+02 |
68 variables; iteration 60; function evaluation 81; phase 1
Function value 4.4437180e+02; maximum gradient component mag 1.3947e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.17782 -6.00051e+02 |  2 -0.03278  1.39468e+03 |  3 -0.00156 -1.18412e-01
  4 -0.00102 -7.73918e-02 |  5 -0.00163 -1.23754e-01 |  6 -0.00261 -1.97613e-01
  7 -0.00415 -3.11733e-01 |  8 -0.00657 -4.92559e-01 |  9 -0.01024 -7.68503e-01
 10 -0.01590 -1.20741e+00 | 11 -0.02439 -1.89871e+00 | 12 -0.03778 -3.11361e+00
 13 -0.05161 -4.23894e+00 | 14 -0.02914  4.68892e-01 | 15 -0.02922  2.21613e+00
 16 -0.09285 -7.04175e+00 | 17 -0.06465 -1.15136e+00 | 18  0.01661  1.53404e+01
