
Initial statistics: 65 variables; iteration 0; function evaluation 0; phase 1
Function value 1.2232467e+03; maximum gradient component mag -7.8856e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.09312 -7.88565e+03 |  2 -0.03288 -7.99005e+02 |  3  0.00000 -5.53482e-02
  4  0.00000 -3.51953e-02 |  5  0.00000 -5.38037e-02 |  6  0.00000 -8.54432e-02
  7  0.00000 -1.35027e-01 |  8  0.00000 -2.12188e-01 |  9  0.00000 -3.32967e-01
 10  0.00000 -5.17909e-01 | 11  0.00000 -8.03390e-01 | 12  0.00000 -1.23681e+00
 13  0.00000 -1.87522e+00 | 14  0.00000 -2.84354e+00 | 15  0.00000 -4.35012e+00
 16  0.00000 -6.78997e+00 | 17  0.00000 -1.09616e+01 | 18  0.00000 -1.83484e+01
 19  0.00000 -3.11464e+01 | 20  0.00000 -5.17122e+01 | 21  0.00000 -8.36811e+01
 22  0.00000 -1.34748e+02 | 23  0.00000  1.17221e+02 | 24  0.00000  2.00294e+01
 25  0.00000  8.33024e+00 | 26  0.00000  1.71025e+02 | 27  0.00000  1.95413e+02
 28  0.00000 -5.34242e+02 | 29  0.00000 -2.05684e+02 | 30  0.00000 -5.62251e+02
 31  0.00000  2.37370e+02 | 32  0.00000  9.73858e+02 | 33  0.00000  1.40891e+03
 34  0.00000  1.02788e+03 | 35  0.00000  2.47559e+02 | 36  0.00000 -5.89880e+01
 37  0.00000 -3.98848e+02 | 38  0.00000 -8.42513e+02 | 39  0.00000 -3.66761e+02
 40  0.00000  3.79722e+02 | 41  0.00000  5.01340e+02 | 42  0.00000  1.65774e+02
 43  0.00000  2.96084e+02 | 44  0.00000  3.01092e+02 | 45  0.00000 -2.18026e+02
 46  0.00000 -1.17808e+02 | 47  0.00000  6.10916e+02 | 48  0.00000  7.24689e+02
 49  0.00000  8.29742e+02 | 50  0.00000  8.38861e+02 | 51  0.00000  2.59878e+02
 52  0.00000 -3.45107e+02 | 53  0.00000 -5.30253e+02 | 54  0.00000 -1.35869e+03
 55  0.00000 -1.11460e+03 | 56  0.00000 -1.41243e+03 | 57  0.00000 -1.52127e+03
 58  0.00000 -1.19726e+03 | 59  0.00000 -1.22884e+03 | 60  0.00000  2.82304e+02
 61  0.00000  7.07106e+02 | 62  0.00000  7.69687e+02 | 63  0.00000  4.26282e+02
 64  0.00000  5.91722e+01 | 65  0.00000  4.53339e+02 |

