
Initial statistics: 65 variables; iteration 0; function evaluation 0; phase 1
Function value 1.9517997e+03; maximum gradient component mag -3.7955e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.09312 -3.79554e+03 |  2  0.00000  3.49640e-02 |  3  0.00000  5.41869e-02
  4  0.00000  8.16427e-02 |  5  0.00000  1.21197e-01 |  6  0.00000  1.76579e-01
  7  0.00000  2.53959e-01 |  8  0.00000  3.63390e-01 |  9  0.00000  5.22877e-01
 10  0.00000  7.57776e-01 | 11  0.00000  1.07232e+00 | 12  0.00000  1.55074e+00
 13  0.00000  2.21860e+00 | 14  0.00000  3.13686e+00 | 15  0.00000  4.28740e+00
 16  0.00000  4.61754e+00 | 17  0.00000  3.28673e+00 | 18  0.00000 -2.16438e+00
 19  0.00000 -1.49132e+01 | 20  0.00000 -4.11044e+01 | 21  0.00000 -9.34283e+01
 22  0.00000  1.79617e+02 | 23  0.00000  1.06865e+02 | 24  0.00000  1.31046e+02
 25  0.00000  3.46742e+02 | 26  0.00000  3.70984e+02 | 27  0.00000 -3.69803e+02
 28  0.00000 -4.40438e+01 | 29  0.00000 -4.26623e+02 | 30  0.00000  3.17880e+02
 31  0.00000  1.02256e+03 | 32  0.00000  1.43488e+03 | 33  0.00000  1.04004e+03
 34  0.00000  2.69072e+02 | 35  0.00000 -3.62706e+01 | 36  0.00000 -3.71135e+02
 37  0.00000 -8.03684e+02 | 38  0.00000 -3.63169e+02 | 39  0.00000  3.73395e+02
 40  0.00000  4.99367e+02 | 41  0.00000  1.60564e+02 | 42  0.00000  2.59515e+02
 43  0.00000  2.94173e+02 | 44  0.00000 -2.32681e+02 | 45  0.00000 -1.77560e+02
 46  0.00000  5.53575e+02 | 47  0.00000  6.59715e+02 | 48  0.00000  7.80919e+02
 49  0.00000  7.82524e+02 | 50  0.00000  2.13152e+02 | 51  0.00000 -3.67878e+02
 52  0.00000 -5.81289e+02 | 53  0.00000 -1.37654e+03 | 54  0.00000 -1.19259e+03
 55  0.00000 -1.48422e+03 | 56  0.00000 -1.60282e+03 | 57  0.00000 -1.37524e+03
 58  0.00000 -1.39850e+03 | 59  0.00000 -5.32928e+01 | 60  0.00000  4.59790e+02
 61  0.00000  6.23293e+02 | 62  0.00000  3.04788e+02 | 63  0.00000 -1.30672e+02
 64  0.00000  5.75765e+02 | 65  0.00000  6.27793e+02 |

Intermediate statistics: 65 variables; iteration 20; function evaluation 29; phase 1
Function value 1.3249589e+03; maximum gradient component mag 1.0303e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.08015  1.03026e+04 |  2 -0.00039  9.13408e-02 |  3 -0.00059  1.41968e-01
  4 -0.00089  2.14693e-01 |  5 -0.00130  3.19549e-01 |  6 -0.00188  4.66454e-01
  7 -0.00266  6.71411e-01 |  8 -0.00373  9.59041e-01 |  9 -0.00523  1.37015e+00
 10 -0.00733  1.95393e+00 | 11 -0.01007  2.57844e+00 | 12 -0.01392  3.59746e+00
 13 -0.01880  4.99692e+00 | 14 -0.02464  6.93413e+00 | 15 -0.03058  9.76551e+00
 16 -0.03126  1.47899e+01 | 17 -0.02444  2.35849e+01 | 18 -0.00700  3.90676e+01
 19  0.01784  6.38770e+01 | 20  0.04822  1.00141e+02 | 21  0.09675  1.55891e+02
 22 -0.04082 -3.96667e+02 | 23  0.06849 -2.77333e+02 | 24  0.03002 -2.22119e+02
 25 -0.05323 -2.04099e+02 | 26 -0.06692 -1.28183e+02 | 27  0.09513  4.47505e+02
 28  0.00365  2.62565e+02 | 29  0.10014  7.46906e+02 | 30  0.00723  3.35365e+02
 31 -0.03967  3.19111e+02 | 32 -0.07658  3.01590e+02 | 33 -0.05270  2.37497e+02
 34  0.03448  4.79339e+02 | 35  0.02975  3.86635e+02 | 36  0.05062  4.66879e+02
 37  0.12033  8.88602e+02 | 38  0.04630  4.53953e+02 | 39 -0.03936  8.64614e+01
 40 -0.03174  7.62616e+01 | 41  0.04746  2.77596e+02 | 42  0.01395  1.87536e+02
 43 -0.02040  1.12456e+02 | 44  0.07467  3.50966e+02 | 45  0.06448  1.57510e+02
 46 -0.05653 -1.78818e+02 | 47 -0.03182 -1.53565e+02 | 48 -0.04411 -8.38650e+01
 49 -0.04774  3.95013e+00 | 50 -0.00510 -1.97835e+01 | 51  0.02935 -1.53043e+02
