
Initial statistics: 68 variables; iteration 0; function evaluation 0; phase 1
Function value 2.5112519e+04; maximum gradient component mag -5.8209e+05
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.21066 -5.82093e+05 |  2 -0.04082 -2.34022e+04 |  3  0.00000 -6.04579e+00
  4  0.00000 -3.62063e+00 |  5  0.00000 -5.69514e+00 |  6  0.00000 -8.93243e+00
  7  0.00000 -1.39029e+01 |  8  0.00000 -2.15040e+01 |  9  0.00000 -3.31240e+01
 10  0.00000 -5.06602e+01 | 11  0.00000 -7.69353e+01 | 12  0.00000 -1.15895e+02
 13  0.00000 -1.72068e+02 | 14  0.00000 -2.50635e+02 | 15  0.00000 -3.60018e+02
 16  0.00000 -5.08364e+02 | 17  0.00000 -7.02197e+02 | 18  0.00000 -9.43385e+02
 19  0.00000 -1.22676e+03 | 20  0.00000 -1.54494e+03 | 21  0.00000 -1.90529e+03
 22  0.00000 -2.33681e+03 | 23  0.00000  2.78235e+04 | 24  0.00000  2.68381e+04
 25  0.00000  2.59018e+04 | 26  0.00000  2.51621e+04 | 27  0.00000  2.39195e+04
 28  0.00000  2.18705e+04 | 29  0.00000  2.09118e+04 | 30  0.00000  1.93435e+04
 31  0.00000  1.86452e+04 | 32  0.00000  1.82654e+04 | 33  0.00000  1.77858e+04
 34  0.00000  1.67315e+04 | 35  0.00000  1.54170e+04 | 36  0.00000  1.46751e+04
 37  0.00000  1.47076e+04 | 38  0.00000  1.32921e+04 | 39  0.00000  8.47647e+03
 40  0.00000  7.36754e+03 | 41  0.00000  1.91879e+03 | 42  0.00000  3.26099e+03
 43  0.00000  1.48690e+04 | 44  0.00000  2.06785e+04 | 45  0.00000  2.22046e+04
 46  0.00000  1.84724e+04 | 47  0.00000  1.51919e+04 | 48  0.00000  1.21999e+04
 49  0.00000  1.70997e+03 | 50  0.00000 -5.12431e+03 | 51  0.00000 -5.46881e+03
 52  0.00000 -4.77924e+03 | 53  0.00000 -6.48649e+03 | 54  0.00000 -2.21690e+04
